date,region,ai_tool,visits,traffic_share_percent,avg_visit_duration,pages_per_visit,bounce_rate
2024-07-01,India,Copilot,2024789,6.01,118.2,3.26,35.41
2024-08-01,India,Copilot,1763705,5.88,137.6,3.68,44.07
2024-09-01,India,Copilot,1821351,5.91,116.5,2.91,33.95
2024-10-01,India,Copilot,1613531,5.81,136.1,2.79,42.85
2024-11-01,India,Copilot,1618877,5.81,112.6,3.49,42.95
2024-12-01,India,Copilot,1712704,5.86,118.7,3.98,42.19
2025-01-01,India,Copilot,2127979,6.06,120.7,2.38,42.19
2025-02-01,India,Copilot,1968204,5.98,98.8,2.43,31.38
2025-03-01,India,Copilot,2177061,6.09,104.3,3.1,37.58
2025-04-01,India,Copilot,2322760,6.16,101.3,2.72,25.1
2025-05-01,India,Copilot,2122751,6.06,115.9,3.41,45.12
2025-06-01,India,Copilot,2339595,6.17,98.6,3.12,49.02
2025-07-01,India,Copilot,2130260,6.07,119.8,3.42,42.06
2025-08-01,India,Copilot,1855611,5.93,125.3,3.16,35.53
2025-09-01,India,Copilot,1926200,5.96,113.6,2.78,46.68
2025-10-01,India,Copilot,1846716,5.92,116.5,2.52,40.22
2025-11-01,India,Copilot,2110144,6.06,118.2,2.43,35.96
2025-12-01,India,Copilot,2267888,6.13,125.7,2.84,44.33
2026-01-01,India,Copilot,2239694,6.12,109.1,3.17,39.12
2026-02-01,India,Copilot,2489962,6.24,115.3,3.34,39.13
2026-03-01,India,Copilot,2390660,6.2,124.2,3.51,36.97
2026-04-01,India,Copilot,2479728,6.24,129.3,3.34,41.17
2026-05-01,India,Copilot,2596934,6.3,108.4,3.03,35.82
2026-06-01,India,Copilot,2368426,6.18,123.2,2.73,54.42
2019-01-01,India,Perplexity,110097,5.06,133.1,2.8,44.39
2019-02-01,India,Perplexity,337408,5.17,114.0,1.91,44.3
2019-03-01,India,Perplexity,474340,5.24,131.5,3.21,33.24
2019-04-01,India,Perplexity,245228,5.12,115.6,2.4,44.5
2019-05-01,India,Perplexity,528520,5.26,127.7,3.81,41.29
2019-06-01,India,Perplexity,185067,5.09,103.3,3.05,42.03
2019-07-01,India,Perplexity,303870,5.15,124.0,3.18,34.35
2019-08-01,India,Perplexity,222677,5.11,124.9,2.75,42.55
2019-09-01,India,Perplexity,268992,5.13,120.1,2.66,36.46
2019-10-01,India,Perplexity,420547,5.21,125.2,3.54,28.91
2019-11-01,India,Perplexity,188403,5.09,97.6,2.54,41.3
2019-12-01,India,Perplexity,154069,5.08,112.9,3.03,47.46
2020-01-01,India,Perplexity,254527,5.13,118.8,2.51,39.65
2020-02-01,India,Perplexity,395627,5.2,122.3,3.18,38.38
2020-03-01,India,Perplexity,847930,5.42,123.8,2.99,50.85
2020-04-01,India,Perplexity,526241,5.26,136.3,3.0,37.01
2020-05-01,India,Perplexity,574001,5.29,134.8,3.05,30.68
2020-06-01,India,Perplexity,663619,5.33,105.8,3.5,41.4
2020-07-01,India,Perplexity,615179,5.31,119.8,2.95,42.91
2020-08-01,India,Perplexity,459720,5.23,119.6,3.05,44.44
2020-09-01,India,Perplexity,621719,5.31,115.9,3.37,36.99
2020-10-01,India,Perplexity,546890,5.27,106.1,2.69,44.54
2020-11-01,India,Perplexity,682298,5.34,115.6,2.3,32.54
2020-12-01,India,Perplexity,628270,5.31,116.6,3.29,43.78
2021-01-01,India,Perplexity,711859,5.36,123.4,3.27,38.52
2021-02-01,India,Perplexity,702195,5.35,120.3,3.21,38.72
2021-03-01,India,Perplexity,556894,5.28,130.5,3.23,41.35
2021-04-01,India,Perplexity,799698,5.4,133.8,3.07,44.26
2021-05-01,India,Perplexity,765552,5.38,131.8,2.35,40.73
2021-06-01,India,Perplexity,965076,5.48,120.2,3.52,34.93
2021-07-01,India,Perplexity,1175600,5.59,116.5,2.71,41.96
2021-08-01,India,Perplexity,902573,5.45,129.0,2.83,39.87
2021-09-01,India,Perplexity,917509,5.46,119.6,3.21,31.45
2021-10-01,India,Perplexity,899744,5.45,123.9,2.93,34.41
2021-11-01,India,Perplexity,1218647,5.61,101.2,3.38,32.27
2021-12-01,India,Perplexity,1040545,5.52,127.4,2.93,38.6
2022-01-01,India,Perplexity,1119316,5.56,119.2,2.53,31.81
2022-02-01,India,Perplexity,920683,5.46,137.2,2.94,40.72
2022-03-01,India,Perplexity,886902,5.44,114.9,3.14,34.76
2022-04-01,India,Perplexity,1202770,5.6,119.4,2.98,40.49
2022-05-01,India,Perplexity,1108086,5.55,103.6,3.14,32.71
2022-06-01,India,Perplexity,1275751,5.64,110.7,3.21,40.21
2022-07-01,India,Perplexity,1205051,5.6,128.3,2.86,40.54
2022-08-01,India,Perplexity,958697,5.48,126.8,3.18,28.3
2022-09-01,India,Perplexity,740396,5.37,120.3,2.25,35.1
2022-10-01,India,Perplexity,927958,5.46,117.6,3.36,28.87
2022-11-01,India,Perplexity,1029965,5.51,123.3,2.94,38.59
2022-12-01,India,Perplexity,1400655,5.7,124.5,2.57,35.51
2023-01-01,India,Perplexity,1332507,5.67,134.1,2.6,41.69
2023-02-01,India,Perplexity,1375611,5.69,119.6,4.14,38.05
2023-03-01,India,Perplexity,1400008,5.7,101.6,2.58,34.83
2023-04-01,India,Perplexity,1663238,5.83,113.3,3.5,41.56
2023-05-01,India,Perplexity,1687923,5.84,124.3,2.71,40.92
2023-06-01,India,Perplexity,1566230,5.78,120.5,2.81,44.08
2023-07-01,India,Perplexity,1414248,5.71,96.9,3.46,44.27
2023-08-01,India,Perplexity,1313196,5.66,117.7,2.85,39.5
2023-09-01,India,Perplexity,1509990,5.75,118.1,3.43,32.7
2023-10-01,India,Perplexity,1177591,5.59,118.3,3.12,39.49
2023-11-01,India,Perplexity,1409585,5.7,124.9,2.02,38.55
2023-12-01,India,Perplexity,1375703,5.69,115.6,3.24,29.33
2024-01-01,India,Perplexity,1590936,5.8,115.9,2.36,44.57
2024-02-01,India,Perplexity,1765834,5.88,106.2,3.22,41.66
2024-03-01,India,Perplexity,1771216,5.89,118.7,3.24,42.18
2024-04-01,India,Perplexity,1872222,5.94,133.5,3.2,41.41
2024-05-01,India,Perplexity,1741239,5.87,119.6,2.99,33.88
2024-06-01,India,Perplexity,1432591,5.72,106.2,3.52,34.09
2024-07-01,India,Perplexity,1858239,5.93,122.7,2.62,31.98
2024-08-01,India,Perplexity,1468407,5.73,127.1,2.41,47.64
2024-09-01,India,Perplexity,1622855,5.81,116.6,2.96,34.58
2024-10-01,India,Perplexity,1339401,5.67,113.5,3.06,30.13
2024-11-01,India,Perplexity,1436933,5.72,111.3,3.16,39.61
2024-12-01,India,Perplexity,1460514,5.73,104.2,3.03,40.31
2025-01-01,India,Perplexity,1999166,6.0,125.5,3.07,40.21
2025-02-01,India,Perplexity,1984582,5.99,139.8,3.21,45.06
2025-03-01,India,Perplexity,1947060,5.97,106.9,3.21,35.19
2025-04-01,India,Perplexity,2147076,6.07,127.5,3.15,33.21
2025-05-01,India,Perplexity,2270410,6.14,128.5,2.48,38.05
2025-06-01,India,Perplexity,2263910,6.13,120.2,2.58,36.58
2025-07-01,India,Perplexity,2080171,6.04,117.0,3.05,45.1
2025-08-01,India,Perplexity,1956444,5.98,116.9,2.6,39.39
2025-09-01,India,Perplexity,1807151,5.9,132.0,3.53,37.2
2025-10-01,India,Perplexity,2018887,6.01,126.3,3.15,29.58
2025-11-01,India,Perplexity,1768454,5.88,133.6,2.35,36.88
2025-12-01,India,Perplexity,2009449,6.0,112.1,3.23,37.1
2026-01-01,India,Perplexity,2186634,6.09,131.3,3.01,39.9
2026-02-01,India,Perplexity,2255056,6.13,137.6,2.66,27.03
2026-03-01,India,Perplexity,2621618,6.31,106.6,3.54,39.49
2026-04-01,India,Perplexity,2310216,6.16,111.6,2.26,53.22
2026-05-01,India,Perplexity,2465616,6.23,113.6,2.69,38.2
2026-06-01,India,Perplexity,2319784,6.16,129.4,3.42,25.81
2019-01-01,India,Claude,342248,5.17,117.9,3.62,39.45
2019-02-01,India,Claude,84177,5.04,131.4,2.83,32.14
2019-03-01,India,Claude,560946,5.28,102.9,3.11,42.0
2019-04-01,India,Claude,0,5.0,128.6,3.12,38.8
2019-05-01,India,Claude,380111,5.19,117.6,3.0,36.29
2019-06-01,India,Claude,120706,5.06,115.9,3.23,43.62
2019-07-01,India,Claude,448243,5.22,134.1,3.87,41.39
2019-08-01,India,Claude,471053,5.24,120.9,2.83,41.38
2019-09-01,India,Claude,90548,5.05,114.8,2.63,43.19
2019-10-01,India,Claude,359362,5.18,112.5,3.42,36.63
2019-11-01,India,Claude,251780,5.13,120.1,3.39,44.69
2019-12-01,India,Claude,380861,5.19,118.7,2.73,43.08
2020-01-01,India,Claude,606386,5.3,120.7,2.66,33.71
2020-02-01,India,Claude,310246,5.16,133.8,2.67,35.27
2020-03-01,India,Claude,561624,5.28,120.0,3.35,37.09
2020-04-01,India,Claude,620415,5.31,107.3,2.02,35.83
2020-05-01,India,Claude,799973,5.4,145.9,3.44,41.89
2020-06-01,India,Claude,392573,5.2,126.1,2.44,44.07
2020-07-01,India,Claude,345034,5.17,114.3,2.96,42.99
2020-08-01,India,Claude,384059,5.19,124.2,2.71,35.33
2020-09-01,India,Claude,479267,5.24,127.7,3.34,41.08
2020-10-01,India,Claude,728415,5.36,115.1,2.22,41.87
2020-11-01,India,Claude,684252,5.34,112.4,2.99,35.96
2020-12-01,India,Claude,702013,5.35,119.6,2.68,49.25
2021-01-01,India,Claude,660422,5.33,130.1,3.56,45.89
2021-02-01,India,Claude,800605,5.4,105.1,3.03,46.76
2021-03-01,India,Claude,696179,5.35,110.9,2.39,36.29
2021-04-01,India,Claude,768292,5.38,118.4,3.08,37.11
2021-05-01,India,Claude,698492,5.35,129.9,2.87,38.54
2021-06-01,India,Claude,764011,5.38,124.8,3.49,36.72
2021-07-01,India,Claude,884687,5.44,121.6,2.88,41.79
2021-08-01,India,Claude,776976,5.39,121.4,2.94,46.55
2021-09-01,India,Claude,572740,5.29,117.8,2.97,44.68
2021-10-01,India,Claude,1007217,5.5,111.5,2.5,30.92
2021-11-01,India,Claude,712508,5.36,110.8,3.18,51.51
2021-12-01,India,Claude,1136375,5.57,108.5,3.14,44.9
2022-01-01,India,Claude,1132979,5.57,112.7,2.89,40.17
2022-02-01,India,Claude,1095822,5.55,124.9,3.64,36.97
2022-03-01,India,Claude,709124,5.35,127.9,3.02,37.82
2022-04-01,India,Claude,1277742,5.64,104.4,3.3,42.66
2022-05-01,India,Claude,1353309,5.68,126.5,2.88,34.87
2022-06-01,India,Claude,1165668,5.58,116.3,3.69,35.18
2022-07-01,India,Claude,1080495,5.54,125.8,3.37,34.0
2022-08-01,India,Claude,1072232,5.54,110.9,2.38,44.59
2022-09-01,India,Claude,1076894,5.54,111.0,3.27,44.59
2022-10-01,India,Claude,1051818,5.53,146.0,3.22,48.98
2022-11-01,India,Claude,820903,5.41,108.6,2.95,43.63
2022-12-01,India,Claude,1036857,5.52,131.1,2.82,44.44
2023-01-01,India,Claude,938071,5.47,126.4,3.36,40.29
2023-02-01,India,Claude,1368848,5.68,135.4,3.5,41.85
2023-03-01,India,Claude,1394649,5.7,103.4,3.14,40.24
2023-04-01,India,Claude,1341914,5.67,113.8,3.47,42.84
2023-05-01,India,Claude,1447307,5.72,119.2,3.11,35.18
2023-06-01,India,Claude,1489151,5.74,137.9,3.6,37.74
2023-07-01,India,Claude,1510004,5.76,137.7,3.21,43.96
2023-08-01,India,Claude,1295418,5.65,126.8,2.15,35.01
2023-09-01,India,Claude,1260304,5.63,121.7,3.17,34.37
2023-10-01,India,Claude,1333605,5.67,118.6,2.13,37.31
2023-11-01,India,Claude,1140721,5.57,97.5,2.42,35.2
2023-12-01,India,Claude,1341636,5.67,125.4,3.89,30.71
2024-01-01,India,Claude,1528731,5.76,127.8,2.56,42.75
2024-02-01,India,Claude,1380319,5.69,127.6,3.01,36.97
2024-03-01,India,Claude,1510154,5.76,126.2,3.27,38.73
2024-04-01,India,Claude,1904401,5.95,120.1,2.95,43.6
2024-05-01,India,Claude,2070455,6.04,102.2,2.87,39.86
2024-06-01,India,Claude,1897272,5.95,140.5,3.07,38.71
2024-07-01,India,Claude,1564678,5.78,141.1,3.81,32.84
2024-08-01,India,Claude,1595709,5.8,110.8,2.8,41.27
2024-09-01,India,Claude,1587368,5.79,105.8,3.38,39.07
2024-10-01,India,Claude,1636425,5.82,118.0,2.71,44.35
2024-11-01,India,Claude,1416425,5.71,120.4,2.76,43.25
2024-12-01,India,Claude,1700338,5.85,122.8,3.61,39.39
2025-01-01,India,Claude,1702479,5.85,118.3,3.09,40.22
2025-02-01,India,Claude,2100737,6.05,106.8,2.77,47.48
2025-03-01,India,Claude,1927453,5.96,98.2,3.21,49.94
2025-04-01,India,Claude,2220833,6.11,135.1,2.79,40.42
2025-05-01,India,Claude,2081917,6.04,141.7,2.8,42.1
2025-06-01,India,Claude,1819670,5.91,130.0,2.77,42.2
2025-07-01,India,Claude,1966141,5.98,138.8,3.27,43.36
2025-08-01,India,Claude,1668184,5.83,140.2,3.14,39.52
2025-09-01,India,Claude,1652282,5.83,130.3,3.35,37.13
2025-10-01,India,Claude,1831950,5.92,105.5,3.22,37.95
2025-11-01,India,Claude,1902302,5.95,129.7,3.4,45.48
2025-12-01,India,Claude,1888729,5.94,137.5,2.68,46.42
2026-01-01,India,Claude,1869010,5.93,122.0,3.29,37.03
2026-02-01,India,Claude,1973164,5.99,132.5,3.25,41.59
2026-03-01,India,Claude,2373626,6.19,102.9,2.73,34.88
2026-04-01,India,Claude,2258899,6.13,123.9,2.55,38.91
2026-05-01,India,Claude,2273343,6.14,113.7,3.12,44.97
2026-06-01,India,Claude,2375185,6.19,140.5,3.17,43.66
2019-01-01,India,DeepSeek,185627,5.09,114.5,3.29,39.84
2019-02-01,India,DeepSeek,0,5.0,117.8,3.41,34.17
2019-03-01,India,DeepSeek,94777,5.05,120.1,3.38,40.78
2019-04-01,India,DeepSeek,61368,5.03,114.5,3.24,47.43
2019-05-01,India,DeepSeek,82748,5.04,110.8,2.24,29.09
2019-06-01,India,DeepSeek,173512,5.09,132.0,3.17,42.61
2019-07-01,India,DeepSeek,244056,5.12,112.0,3.03,40.36
2019-08-01,India,DeepSeek,241557,5.12,112.8,3.26,44.28
2019-09-01,India,DeepSeek,66309,5.03,119.8,3.15,41.19
2019-10-01,India,DeepSeek,0,5.0,113.7,2.72,32.55
2019-11-01,India,DeepSeek,323381,5.16,122.5,2.74,35.47
2019-12-01,India,DeepSeek,333159,5.17,103.4,2.53,37.12
2020-01-01,India,DeepSeek,0,5.0,110.9,2.69,38.16
2020-02-01,India,DeepSeek,305715,5.15,117.0,2.86,35.34
2020-03-01,India,DeepSeek,476960,5.24,114.1,3.32,47.18
2020-04-01,India,DeepSeek,500398,5.25,113.5,2.94,39.68
2020-05-01,India,DeepSeek,194394,5.1,112.3,3.14,48.38
2020-06-01,India,DeepSeek,610274,5.31,114.0,2.35,37.73
2020-07-01,India,DeepSeek,380437,5.19,116.1,2.83,36.75
2020-08-01,India,DeepSeek,682006,5.34,120.1,4.17,39.68
2020-09-01,India,DeepSeek,585101,5.29,111.3,3.58,38.44
2020-10-01,India,DeepSeek,438270,5.22,119.2,2.73,46.74
2020-11-01,India,DeepSeek,295502,5.15,114.2,2.42,35.94
2020-12-01,India,DeepSeek,543042,5.27,118.2,3.14,50.77
2021-01-01,India,DeepSeek,578127,5.29,133.3,3.0,45.5
2021-02-01,India,DeepSeek,637361,5.32,123.4,3.62,33.99
2021-03-01,India,DeepSeek,866591,5.43,133.2,2.97,32.55
2021-04-01,India,DeepSeek,593668,5.3,105.3,2.87,47.43
2021-05-01,India,DeepSeek,673085,5.34,122.6,2.89,31.34
2021-06-01,India,DeepSeek,759968,5.38,125.7,3.3,37.55
2021-07-01,India,DeepSeek,732163,5.37,114.9,2.93,45.31
2021-08-01,India,DeepSeek,847983,5.42,111.8,3.26,33.11
2021-09-01,India,DeepSeek,679328,5.34,125.3,2.82,42.61
2021-10-01,India,DeepSeek,690483,5.35,121.7,3.02,38.22
2021-11-01,India,DeepSeek,947549,5.47,121.2,2.94,34.56
2021-12-01,India,DeepSeek,617353,5.31,108.4,3.22,45.8
2022-01-01,India,DeepSeek,828454,5.41,138.7,2.54,43.98
2022-02-01,India,DeepSeek,1070069,5.54,128.2,3.02,45.35
2022-03-01,India,DeepSeek,1008221,5.5,124.6,3.58,35.21
2022-04-01,India,DeepSeek,1017450,5.51,117.0,3.56,29.78
2022-05-01,India,DeepSeek,1031449,5.52,118.8,3.26,33.23
2022-06-01,India,DeepSeek,888891,5.44,125.9,2.33,35.03
2022-07-01,India,DeepSeek,987574,5.49,126.0,3.18,38.84
2022-08-01,India,DeepSeek,1039864,5.52,134.4,2.9,38.94
2022-09-01,India,DeepSeek,1040946,5.52,120.9,2.87,35.76
2022-10-01,India,DeepSeek,1090341,5.55,105.6,3.57,38.37
2022-11-01,India,DeepSeek,935984,5.47,125.7,3.5,42.31
2022-12-01,India,DeepSeek,1036789,5.52,120.8,2.49,47.62
2023-01-01,India,DeepSeek,1161547,5.58,108.3,2.59,44.22
2023-02-01,India,DeepSeek,1256615,5.63,123.5,3.29,39.79
2023-03-01,India,DeepSeek,1426506,5.71,130.2,2.73,48.59
2023-04-01,India,DeepSeek,1298485,5.65,131.2,2.85,34.33
2023-05-01,India,DeepSeek,1259546,5.63,114.2,2.74,40.51
2023-06-01,India,DeepSeek,1570649,5.79,113.2,3.1,44.82
2023-07-01,India,DeepSeek,1226716,5.61,117.7,3.56,43.13
2023-08-01,India,DeepSeek,1033462,5.52,128.3,3.31,44.07
2023-09-01,India,DeepSeek,1296870,5.65,112.3,2.85,38.63
2023-10-01,India,DeepSeek,1296162,5.65,121.2,3.2,43.57
2023-11-01,India,DeepSeek,1077744,5.54,120.2,3.09,41.08
2023-12-01,India,DeepSeek,1151606,5.58,120.2,2.89,29.38
2024-01-01,India,DeepSeek,1412566,5.71,112.9,3.18,53.1
2024-02-01,India,DeepSeek,1378742,5.69,107.0,2.72,35.68
2024-03-01,India,DeepSeek,1605498,5.8,112.9,2.19,45.12
2024-04-01,India,DeepSeek,1692304,5.85,128.5,3.58,44.4
2024-05-01,India,DeepSeek,1688694,5.84,126.5,3.14,48.95
2024-06-01,India,DeepSeek,1813580,5.91,112.6,2.54,41.66
2024-07-01,India,DeepSeek,1514873,5.76,124.4,2.62,51.71
2024-08-01,India,DeepSeek,1069080,5.53,109.1,2.65,49.61
2024-09-01,India,DeepSeek,1271290,5.64,111.3,2.52,36.97
2024-10-01,India,DeepSeek,1471223,5.74,118.5,3.13,43.4
2024-11-01,India,DeepSeek,1474248,5.74,116.9,3.37,42.03
2024-12-01,India,DeepSeek,1485714,5.74,112.5,3.33,49.41
2025-01-01,India,DeepSeek,1665871,5.83,128.3,2.37,40.32
2025-02-01,India,DeepSeek,1794213,5.9,107.5,2.62,33.02
2025-03-01,India,DeepSeek,1920225,5.96,111.2,2.72,41.23
2025-04-01,India,DeepSeek,2015774,6.01,122.2,2.99,40.62
2025-05-01,India,DeepSeek,1693034,5.85,113.8,2.4,40.7
2025-06-01,India,DeepSeek,1980602,5.99,132.1,3.28,38.51
2025-07-01,India,DeepSeek,1662165,5.83,104.9,2.75,34.54
2025-08-01,India,DeepSeek,1637402,5.82,131.5,3.0,51.75
2025-09-01,India,DeepSeek,1355564,5.68,116.2,2.66,35.87
2025-10-01,India,DeepSeek,1676849,5.84,100.8,2.85,34.29
2025-11-01,India,DeepSeek,1704437,5.85,119.5,3.1,40.17
2025-12-01,India,DeepSeek,1934411,5.97,118.9,2.86,38.1
2026-01-01,India,DeepSeek,1899145,5.95,128.8,2.66,51.25
2026-02-01,India,DeepSeek,2080073,6.04,106.4,2.95,41.82
2026-03-01,India,DeepSeek,2255217,6.13,133.0,3.37,43.27
2026-04-01,India,DeepSeek,2519091,6.26,127.5,2.26,38.12
2026-05-01,India,DeepSeek,2446702,6.22,99.2,2.51,38.04
2026-06-01,India,DeepSeek,2383178,6.19,128.1,2.68,36.32
2019-01-01,India,Grok,0,5.0,126.1,3.17,35.44
2019-02-01,India,Grok,267581,5.13,110.1,2.85,34.16
2019-03-01,India,Grok,0,5.0,143.8,3.42,42.02
2019-04-01,India,Grok,203065,5.1,101.5,2.7,31.75
2019-05-01,India,Grok,0,5.0,117.2,3.23,43.72
2019-06-01,India,Grok,168919,5.08,123.8,2.67,42.66
2019-07-01,India,Grok,304321,5.15,120.7,2.98,38.88
2019-08-01,India,Grok,191049,5.1,119.6,3.46,33.56
2019-09-01,India,Grok,39784,5.02,118.1,3.26,41.2
2019-10-01,India,Grok,343318,5.17,128.8,3.01,41.27
2019-11-01,India,Grok,0,5.0,116.4,3.77,37.53
2019-12-01,India,Grok,429528,5.21,102.5,3.25,40.03
2020-01-01,India,Grok,262494,5.13,105.6,2.87,43.64
2020-02-01,India,Grok,369102,5.18,112.9,2.98,46.12
2020-03-01,India,Grok,298068,5.15,120.3,2.34,31.89
2020-04-01,India,Grok,466523,5.23,116.2,3.19,33.94
2020-05-01,India,Grok,542360,5.27,121.7,3.29,41.01
2020-06-01,India,Grok,489186,5.24,116.8,2.54,46.4
2020-07-01,India,Grok,265034,5.13,136.8,3.12,39.99
2020-08-01,India,Grok,408046,5.2,122.8,3.07,45.3
2020-09-01,India,Grok,476703,5.24,122.3,2.57,50.08
2020-10-01,India,Grok,360583,5.18,134.0,3.32,45.31
2020-11-01,India,Grok,423046,5.21,125.5,2.88,46.47
2020-12-01,India,Grok,920434,5.46,128.2,3.12,31.74
2021-01-01,India,Grok,499161,5.25,110.5,2.76,36.1
2021-02-01,India,Grok,565738,5.28,114.2,3.72,44.42
2021-03-01,India,Grok,867395,5.43,136.8,3.05,47.27
2021-04-01,India,Grok,826276,5.41,118.7,2.72,34.23
2021-05-01,India,Grok,851698,5.43,129.0,2.58,47.26
2021-06-01,India,Grok,829989,5.41,123.1,2.93,40.34
2021-07-01,India,Grok,857757,5.43,113.2,3.15,50.92
2021-08-01,India,Grok,549791,5.27,125.5,3.14,48.97
2021-09-01,India,Grok,408921,5.2,124.2,2.73,40.18
2021-10-01,India,Grok,781929,5.39,111.8,2.87,45.2
2021-11-01,India,Grok,624748,5.31,122.3,3.27,35.36
2021-12-01,India,Grok,841962,5.42,136.4,2.47,49.61
2022-01-01,India,Grok,809938,5.4,117.5,2.7,35.63
2022-02-01,India,Grok,1051714,5.53,112.7,2.88,36.82
2022-03-01,India,Grok,1286565,5.64,115.0,2.65,44.45
2022-04-01,India,Grok,1141552,5.57,118.0,3.34,38.0
2022-05-01,India,Grok,1084143,5.54,114.6,3.44,39.68
2022-06-01,India,Grok,651907,5.33,134.1,2.5,43.89
2022-07-01,India,Grok,1017132,5.51,120.5,2.87,30.58
2022-08-01,India,Grok,994787,5.5,119.2,3.1,46.17
2022-09-01,India,Grok,937238,5.47,115.9,2.91,48.38
2022-10-01,India,Grok,712075,5.36,117.9,2.87,35.88
2022-11-01,India,Grok,969391,5.48,117.4,3.69,40.42
2022-12-01,India,Grok,1105607,5.55,127.5,3.18,32.83
2023-01-01,India,Grok,790594,5.4,105.7,2.82,37.44
2023-02-01,India,Grok,1009048,5.5,100.9,2.97,35.69
2023-03-01,India,Grok,1358246,5.68,119.3,3.4,36.66
2023-04-01,India,Grok,1150284,5.58,122.3,3.36,38.63
2023-05-01,India,Grok,1217680,5.61,105.7,3.02,44.08
2023-06-01,India,Grok,1350665,5.68,119.0,2.61,40.14
2023-07-01,India,Grok,969671,5.48,110.3,2.8,32.94
2023-08-01,India,Grok,1104431,5.55,125.3,2.5,37.24
2023-09-01,India,Grok,1108125,5.55,127.9,2.8,39.7
2023-10-01,India,Grok,1281912,5.64,118.9,3.53,42.44
2023-11-01,India,Grok,1332189,5.67,120.6,3.48,37.16
2023-12-01,India,Grok,1585263,5.79,113.0,2.85,37.7
2024-01-01,India,Grok,1465998,5.73,104.3,3.11,36.61
2024-02-01,India,Grok,1220490,5.61,114.5,3.18,34.57
2024-03-01,India,Grok,1709786,5.85,127.9,2.67,47.08
2024-04-01,India,Grok,1613088,5.81,129.5,3.3,39.73
2024-05-01,India,Grok,1662219,5.83,129.6,2.74,36.17
2024-06-01,India,Grok,1696718,5.85,113.3,3.16,39.88
2024-07-01,India,Grok,1846005,5.92,112.3,2.7,36.32
2024-08-01,India,Grok,1468914,5.73,128.3,3.33,42.5
2024-09-01,India,Grok,1230699,5.62,108.2,2.73,32.27
2024-10-01,India,Grok,1746853,5.87,120.5,3.28,36.34
2024-11-01,India,Grok,1285114,5.64,142.1,3.1,45.28
2024-12-01,India,Grok,1375881,5.69,107.2,2.53,38.8
2025-01-01,India,Grok,1472766,5.74,143.2,2.89,36.28
2025-02-01,India,Grok,1329695,5.66,116.2,2.84,43.45
2025-03-01,India,Grok,2260247,6.13,119.7,2.97,36.81
2025-04-01,India,Grok,2011367,6.01,108.8,3.14,42.03
2025-05-01,India,Grok,1859376,5.93,121.8,2.83,43.18
2025-06-01,India,Grok,1740792,5.87,108.0,3.22,53.1
2025-07-01,India,Grok,1793402,5.9,120.5,3.04,42.74
2025-08-01,India,Grok,1803573,5.9,128.1,2.5,41.9
2025-09-01,India,Grok,1502990,5.75,127.8,2.82,35.12
2025-10-01,India,Grok,1748739,5.87,110.7,2.78,34.76
2025-11-01,India,Grok,2035078,6.02,119.0,2.63,45.19
2025-12-01,India,Grok,1733322,5.87,108.6,3.21,38.69
2026-01-01,India,Grok,1946354,5.97,129.7,2.17,39.05
2026-02-01,India,Grok,2086144,6.04,123.3,2.69,32.03
2026-03-01,India,Grok,2232733,6.12,102.5,2.73,38.48
2026-04-01,India,Grok,2219440,6.11,110.8,2.6,41.31
2026-05-01,India,Grok,2183361,6.09,119.3,4.44,43.92
2026-06-01,India,Grok,2080929,6.04,128.6,3.0,42.36
2019-01-01,Worldwide,ChatGPT,829297,5.41,134.0,3.52,39.21
2019-02-01,Worldwide,ChatGPT,625513,5.31,113.4,3.27,34.45
2019-03-01,Worldwide,ChatGPT,1007989,5.5,119.1,3.36,33.92
2019-04-01,Worldwide,ChatGPT,1100404,5.55,107.7,2.97,37.99
2019-05-01,Worldwide,ChatGPT,1165420,5.58,122.2,2.61,44.66
2019-06-01,Worldwide,ChatGPT,1072935,5.54,127.2,2.65,43.15
2019-07-01,Worldwide,ChatGPT,844161,5.42,120.8,3.39,38.0
2019-08-01,Worldwide,ChatGPT,1147686,5.57,114.6,2.28,49.04
2019-09-01,Worldwide,ChatGPT,1020826,5.51,127.8,2.83,47.16
2019-10-01,Worldwide,ChatGPT,1123831,5.56,115.5,2.64,42.28
2019-11-01,Worldwide,ChatGPT,1318683,5.66,108.9,2.78,33.81
2019-12-01,Worldwide,ChatGPT,1303842,5.65,99.7,3.59,36.58
2020-01-01,Worldwide,ChatGPT,1188498,5.59,119.0,2.29,37.87
2020-02-01,Worldwide,ChatGPT,1680510,5.84,121.5,3.24,35.45
2020-03-01,Worldwide,ChatGPT,1699268,5.85,107.3,3.18,42.42
2020-04-01,Worldwide,ChatGPT,1602968,5.8,114.1,2.94,41.94
2020-05-01,Worldwide,ChatGPT,1702854,5.85,113.6,3.33,41.57
2020-06-01,Worldwide,ChatGPT,1509342,5.75,126.1,2.71,41.9
2020-07-01,Worldwide,ChatGPT,1439161,5.72,129.6,2.94,46.39
2020-08-01,Worldwide,ChatGPT,1473724,5.74,116.2,2.71,35.89
2020-09-01,Worldwide,ChatGPT,1300200,5.65,112.8,3.11,37.25
2020-10-01,Worldwide,ChatGPT,1602655,5.8,109.1,2.66,32.95
2020-11-01,Worldwide,ChatGPT,1588751,5.79,113.5,3.6,37.87
2020-12-01,Worldwide,ChatGPT,1728741,5.86,117.9,2.87,33.95
